Transition_From*, Transition_To*, Variable*, Range_Lower_Limit*, Range_Upper_Limit*, Possible_Transitions, Executed_Transitions, Weight_Coefficient, Contrast, Significant, 
1, 2, dis_atropellamientos/distance_to_2, 940, 950, 38, 1, -0.721392383038404, -0.721967791078901, 0, 
1, 2, dis_atropellamientos/distance_to_2, 950, 970, 90, 1, -1.59911084012632, -1.6012614809908, 0, 
1, 2, dis_atropellamientos/distance_to_2, 970, 980, 49, 2, -0.267474891544293, -0.267808818626726, 0, 
1, 2, dis_atropellamientos/distance_to_2, 980, 990, 47, 1, -0.939115866883274, -0.939963733867408, 0, 
1, 2, dis_atropellamientos/distance_to_2, 990, 1000, 45, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1000, 1020, 97, 1, -1.67482266186202, -1.67718554292256, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1020, 1030, 46, 1, -0.917136960164499, -0.917954550266544, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1030, 1040, 32, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1040, 1050, 55, 2, -0.387619203386356, -0.388134816515801, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1050, 1110, 323, 9, -0.662642878966213, -0.667276116440495, 1, 
1, 2, dis_atropellamientos/distance_to_2, 1110, 1120, 38, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1120, 1130, 50, 1, -1.00229476850481, -1.00323347163573, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1130, 1140, 69, 1, -1.32998217557029, -1.33149636598823, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1140, 1150, 49, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1150, 1160, 48, 1, -0.960622072104238, -0.961500216887178, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1160, 1170, 76, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1170, 1280, 595, 3, -2.39536881661008, -2.41179754866178, 1, 
1, 2, dis_atropellamientos/distance_to_2, 1280, 1290, 64, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1290, 1300, 57, 1, -1.13582616112933, -1.13697684736297, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1300, 1310, 46, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1310, 1320, 55, 1, -1.09945851695845, -1.10054863200579, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1320, 1330, 60, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1330, 1630, 1769, 9, -2.38631898109016, -2.43609519565998, 1, 
1, 2, dis_atropellamientos/distance_to_2, 1630, 1640, 38, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1640, 1650, 80, 1, -1.4799223228612, -1.48176984156513, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1650, 1660, 54, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1660, 1670, 48, 2, -0.245968686323329, -0.246272335606956, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1670, 1680, 70, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1680, 1690, 57, 1, -1.13582616112933, -1.13697684736297, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1690, 1700, 47, 3, 0.203948184355669, 0.204249601954248, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1700, 1710, 81, 1, -1.49250110506806, -1.49437893185364, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1710, 1720, 43, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1720, 1730, 71, 2, -0.651433794431494, -0.652434065129569, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1730, 1780, 324, 6, -1.0807663839463, -1.08715973100175, 1, 
1, 2, dis_atropellamientos/distance_to_2, 1780, 1790, 53, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1790, 1800, 62, 1, -1.22134833456749, -1.22265046482014, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1800, 1810, 61, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1810, 1820, 66, 2, -0.576210373193906, -0.577059163167613, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1820, 1830, 72, 4, 0.0563121855496045, 0.0564315375586263, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1830, 1840, 64, 1, -1.25360919678571, -1.25497191106843, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1840, 1850, 63, 2, -0.528201154007545, -0.528959066559686, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1850, 1870, 133, 2, -1.29252461303539, -1.29540515359051, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1870, 1880, 56, 3, 0.0178459047218085, 0.0178748056270536, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1880, 1890, 70, 1, -1.34458097499144, -1.34612546339002, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1890, 1900, 64, 2, -0.544461674879326, -0.545249878987697, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1900, 1920, 123, 9, 0.350551658547544, 0.352004867129665, 0, 
1, 2, dis_atropellamientos/distance_to_2, 1920, 2010, 572, 34, 0.128027494060198, 0.130288541274456, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2010, 2030, 149, 6, -0.281559631426032, -0.282624666516131, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2030, 2040, 50, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2040, 2050, 77, 4, -0.0146395504226799, -0.0146716974973783, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2050, 2060, 65, 1, -1.26935755375385, -1.27075056142807, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2060, 2070, 73, 2, -0.68000716687555, -0.68106803628895, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2070, 2080, 58, 3, -0.0191953669585407, -0.019227035405222, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2080, 2090, 71, 1, -1.35896971244354, -1.36054449974076, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2090, 2100, 75, 2, -0.707786730982625, -0.708908202783779, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2100, 2110, 62, 5, 0.455912174205371, 0.45690985110192, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2110, 2120, 72, 3, -0.245968686323329, -0.246424442986714, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2120, 2130, 68, 5, 0.355828715648388, 0.356644651464895, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2130, 2170, 269, 16, 0.128724763118082, 0.129784292239584, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2170, 2190, 146, 12, 0.47659237944291, 0.479079297190714, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2190, 2200, 62, 3, -0.0893996256317892, -0.0895524437893738, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2200, 2210, 74, 5, 0.264856937442662, 0.265491099143302, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2210, 2220, 77, 8, 0.734860566688397, 0.737131836530937, 1, 
1, 2, dis_atropellamientos/distance_to_2, 2220, 2230, 57, 2, -0.424660475066705, -0.425236657548076, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2230, 2250, 135, 3, -0.89466410431244, -0.897030486756076, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2250, 2260, 63, 3, -0.10620674394817, -0.10638985182694, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2260, 2280, 130, 4, -0.560462016225767, -0.562101466259119, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2280, 2330, 327, 8, -0.796224031499188, -0.801556204613543, 1, 
1, 2, dis_atropellamientos/distance_to_2, 2330, 2340, 60, 1, -1.1880119142999, -1.18925346419268, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2340, 2350, 64, 3, -0.122736045899381, -0.122949444416831, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2350, 2360, 59, 2, -0.460378557668784, -0.461015313170951, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2360, 2370, 73, 5, 0.279455736863814, 0.280120196545097, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2370, 2380, 54, 1, -1.0807663839463, -1.08182621477625, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2380, 2390, 83, 5, 0.142254615350329, 0.142616053908721, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2390, 2400, 63, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2400, 2410, 82, 11, 1.02474092536288, 1.02859138915051, 1, 
1, 2, dis_atropellamientos/distance_to_2, 2410, 2420, 61, 3, -0.072305192272489, -0.0724277216263277, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2420, 2430, 70, 5, 0.324576172144284, 0.325331520260076, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2430, 2440, 58, 1, -1.15352573822873, -1.1547067114314, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2440, 2450, 93, 11, 0.880701555139938, 0.884218660336709, 1, 
1, 2, dis_atropellamientos/distance_to_2, 2450, 2460, 66, 3, -0.154996908117602, -0.155270890665121, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2460, 2470, 64, 2, -0.544461674879326, -0.545249878987697, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2470, 2480, 67, 5, 0.371829056994829, 0.372675285285174, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2480, 2490, 81, 4, -0.0679855311279726, -0.0681388939972375, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2490, 2500, 63, 4, 0.198282446819992, 0.198674439354172, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2500, 2510, 59, 1, -1.1709174809406, -1.17212874202963, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2510, 2520, 67, 5, 0.371829056994829, 0.372675285285174, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2520, 2530, 56, 6, 0.76926199340573, 0.771017064801439, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2530, 2540, 84, 5, 0.1295155895729, 0.129846720968191, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2540, 2550, 53, 6, 0.831137397123817, 0.832983307416804, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2550, 2560, 51, 2, -0.309147587944861, -0.309542073375281, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2560, 2570, 65, 5, 0.40461887981782, 0.405525690303076, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2570, 2580, 62, 3, -0.0893996256317892, -0.0895524437893738, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2580, 2600, 108, 4, -0.368571008415661, -0.369542962444376, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2600, 2610, 55, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2610, 2620, 53, 2, -0.34915292255856, -0.349607970004503, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2620, 2630, 60, 3, -0.0549134495606199, -0.0550056910280964, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2630, 2670, 239, 9, -0.351329201981155, -0.353401618593763, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2670, 2690, 120, 2, -1.1880119142999, -1.19049791168536, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2690, 2700, 64, 2, -0.544461674879326, -0.545249878987697, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2700, 2710, 62, 5, 0.455912174205371, 0.45690985110192, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2710, 2720, 54, 2, -0.368571008415661, -0.36905633824483, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2720, 2730, 73, 5, 0.279455736863814, 0.280120196545097, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2730, 2740, 55, 1, -1.09945851695845, -1.10054863200579, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2740, 2750, 76, 3, -0.302321622874461, -0.302898580640924, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2750, 2760, 50, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2760, 2770, 57, 2, -0.424660475066705, -0.425236657548076, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2770, 2780, 60, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2780, 2790, 64, 2, -0.544461674879326, -0.545249878987697, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2790, 2800, 48, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2800, 2810, 74, 2, -0.693993408850289, -0.695084578998485, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2810, 2820, 57, 3, -0.000846228290344083, -0.000847611602481378, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2820, 2830, 61, 4, 0.232768622891161, 0.23322119211545, 0, 
1, 2, dis_atropellamientos/distance_to_2, 2830, 3120, 1791, 98, 0.0402356261432572, 0.0424530499800003, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3120, 3130, 70, 2, -0.636834995010341, -0.637804967727774, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3130, 3140, 54, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3140, 3150, 75, 1, -1.41453956359835, -1.41623555567118, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3150, 3160, 46, 3, 0.226937702580368, 0.227269395227768, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3160, 3170, 77, 4, -0.0146395504226799, -0.0146716974973783, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3170, 3180, 56, 4, 0.324576172144284, 0.32518016704157, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3180, 3190, 62, 2, -0.511671852056335, -0.512399473969795, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3190, 3210, 127, 3, -0.832143747331107, -0.83426730818671, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3210, 3220, 61, 3, -0.072305192272489, -0.0724277216263277, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3220, 3230, 71, 1, -1.35896971244354, -1.36054449974076, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3230, 3240, 46, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3240, 3250, 59, 1, -1.1709174809406, -1.17212874202963, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3250, 3260, 65, 3, -0.138996566771161, -0.139240256844843, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3260, 3270, 55, 4, 0.343994258001385, 0.344628535281898, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3270, 3280, 53, 5, 0.62776243113203, 0.629032657732733, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3280, 3290, 53, 3, 0.0761148128457842, 0.0762345609007624, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3290, 3300, 53, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3300, 3310, 48, 4, 0.49163025680745, 0.492476485097794, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3310, 3320, 52, 1, -1.04230010311851, -1.04329936826495, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3320, 3340, 91, 5, 0.0446161457864133, 0.0447351013174285, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3340, 3350, 57, 4, 0.305527977173589, 0.3061016887706, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3350, 3370, 88, 4, -0.154996908117602, -0.155362433989467, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3370, 3380, 51, 3, 0.116936807366039, 0.117117115602717, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3380, 3390, 47, 2, -0.223989779604554, -0.224263152006092, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3390, 3400, 41, 3, 0.350551658547544, 0.351034712691896, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3400, 3410, 53, 5, 0.62776243113203, 0.629032657732733, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3410, 3420, 51, 6, 0.874622509063556, 0.876528974037438, 1, 
1, 2, dis_atropellamientos/distance_to_2, 3420, 3430, 48, 1, -0.960622072104238, -0.961500216887178, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3430, 3440, 42, 4, 0.638233730999325, 0.639261595835442, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3440, 3460, 93, 7, 0.381088382407626, 0.382298445520976, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3460, 3480, 87, 4, -0.143020717070887, -0.143355931186334, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3480, 3500, 97, 6, 0.170425492317025, 0.170938271068836, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3500, 3530, 148, 6, -0.274542058767385, -0.275576727794594, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3530, 3540, 45, 1, -0.89466410431244, -0.895451418449058, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3540, 3670, 582, 17, -0.614086857484404, -0.622030211851494, 1, 
1, 2, dis_atropellamientos/distance_to_2, 3670, 3690, 97, 4, -0.256779602427545, -0.257417975461217, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3690, 3700, 46, 3, 0.226937702580368, 0.227269395227768, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3700, 3710, 45, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3710, 3730, 81, 2, -0.786775142301256, -0.78807844330468, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3730, 3740, 49, 3, 0.159496421784835, 0.159737286535898, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3740, 3750, 40, 1, -0.774036116523826, -0.774672064581293, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3750, 3760, 45, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3760, 3770, 50, 1, -1.00229476850481, -1.00323347163573, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3770, 3790, 92, 4, -0.201516923752495, -0.202003705838889, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3790, 3800, 55, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3800, 3810, 51, 5, 0.670322045550826, 0.671652828665914, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3810, 3840, 167, 13, 0.417522284653728, 0.419949348684, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3840, 3850, 62, 2, -0.511671852056335, -0.512399473969795, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3850, 3860, 60, 5, 0.49163025680745, 0.492688506724794, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3860, 3870, 57, 2, -0.424660475066705, -0.425236657548076, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3870, 3900, 182, 8, -0.190088227928873, -0.191003365455741, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3900, 3910, 77, 6, 0.41860512179256, 0.41972408975458, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3910, 3950, 232, 14, 0.14408779643199, 0.145116656445972, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3950, 3960, 48, 1, -0.960622072104238, -0.961500216887178, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3960, 3970, 64, 7, 0.792384410826584, 0.794473195305467, 1, 
1, 2, dis_atropellamientos/distance_to_2, 3970, 3980, 64, 0, 0, 0, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3980, 3990, 49, 4, 0.469157400955391, 0.469973353280308, 0, 
1, 2, dis_atropellamientos/distance_to_2, 3990, 4010, 115, 6, -0.0100628833952681, -0.0100959892933937, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4010, 4020, 47, 1, -0.939115866883274, -0.939963733867408, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4020, 4030, 67, 5, 0.371829056994829, 0.372675285285174, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4030, 4040, 64, 3, -0.122736045899381, -0.122949444416831, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4040, 4050, 51, 3, 0.116936807366039, 0.117117115602717, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4050, 4060, 71, 6, 0.506897728938238, 0.508198482030735, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4060, 4070, 57, 2, -0.424660475066705, -0.425236657548076, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4070, 4080, 57, 4, 0.305527977173589, 0.3061016887706, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4080, 4090, 65, 7, 0.774992668114715, 0.777051164707236, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4090, 4100, 68, 2, -0.60698203186066, -0.607891411370573, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4100, 4110, 56, 2, -0.406311336398508, -0.406857233745336, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4110, 4120, 55, 5, 0.586940436611775, 0.588150103030779, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4120, 4130, 59, 2, -0.460378557668784, -0.461015313170951, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4130, 4140, 60, 4, 0.250468199990562, 0.250951056183885, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4140, 4150, 62, 9, 1.11645819338992, 1.11976041964013, 1, 
1, 2, dis_atropellamientos/distance_to_2, 4150, 4160, 62, 3, -0.0893996256317892, -0.0895524437893738, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4160, 4180, 131, 11, 0.499929059622145, 0.502293706619606, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4180, 4190, 66, 7, 0.757898234755414, 0.75992644254419, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4190, 4200, 58, 3, -0.0191953669585407, -0.019227035405222, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4200, 4210, 70, 5, 0.324576172144284, 0.325331520260076, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4210, 4220, 62, 1, -1.22134833456749, -1.22265046482014, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4220, 4230, 55, 5, 0.586940436611775, 0.588150103030779, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4230, 4240, 67, 3, -0.170745265085742, -0.171049541024759, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4240, 4250, 63, 6, 0.638233730999325, 0.63977681287258, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4250, 4280, 180, 14, 0.416595070864536, 0.419205343530944, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4280, 4310, 199, 12, 0.143323562539234, 0.144200198443647, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4310, 4320, 59, 2, -0.460378557668784, -0.461015313170951, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4320, 4330, 64, 4, 0.18147532850361, 0.181837031316606, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4330, 4340, 71, 2, -0.651433794431494, -0.652434065129569, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4340, 4350, 47, 1, -0.939115866883274, -0.939963733867408, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4350, 4380, 164, 5, -0.569940760180311, -0.572037182700564, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4380, 4390, 58, 3, -0.0191953669585407, -0.019227035405222, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4390, 4400, 56, 2, -0.406311336398508, -0.406857233745336, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4400, 4410, 43, 2, -0.130899356538542, -0.131051630577787, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4410, 4430, 103, 4, -0.319299959408879, -0.320120271917855, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4430, 4490, 316, 15, -0.109534534040845, -0.110486949631486, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4490, 4500, 52, 3, 0.0963175201633037, 0.0964675487675734, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4500, 4510, 67, 5, 0.371829056994829, 0.372675285285174, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4510, 4520, 47, 1, -0.939115866883274, -0.939963733867408, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4520, 4530, 48, 3, 0.18147532850361, 0.181746470136762, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4530, 4540, 69, 6, 0.538150272442343, 0.539511613235555, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4540, 4550, 49, 2, -0.267474891544293, -0.267808818626726, 0, 
1, 2, dis_atropellamientos/distance_to_2, 4550, 4560, 46, 1, -0.917136960164499, -0.917954550266544, 0, 
